Program ID,University,Program,Level,Language,Start Date,Tuition Covered,Accomodation covered?,Living Expense Covered?,Tuition fees to pay,Original Tuition fee,Accomodation to pay,Living expense to pay,School Logo
260,Northeast Forestry University,Business Administration,Bachelor,Chinese,"Sep,2024",Yes,Yes,No,0-8250 RMB,16500,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
261,Northeast Forestry University,Automobile Service Engineering,Bachelor,Chinese,"Sep,2024",Yes,Yes,No,0-8250 RMB,16500,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
262,Northeast Forestry University,Traffic Engineering,Bachelor,Chinese,"Sep,2024",Yes,Yes,No,0-8250 RMB,16500,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
263,Northeast Forestry University,Transportation,Bachelor,Chinese,"Sep,2024",Yes,Yes,No,0-8250 RMB,16500,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
264,Northeast Forestry University,Automation,Bachelor,Chinese,"Sep,2024",Yes,Yes,No,0-8250 RMB,16500,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
265,Northeast Forestry University,Industrial Design,Bachelor,Chinese,"Sep,2024",Yes,Yes,No,0-8250 RMB,16500,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
266,Northeast Forestry University,Electrical Engineering and Automation,Bachelor,Chinese,"Sep,2024",Yes,Yes,No,0-8250 RMB,16500,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
267,Northeast Forestry University,Mechatronic Engineering,Bachelor,Chinese,"Sep,2024",Yes,Yes,No,0-8250 RMB,16500,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
268,Northeast Forestry University,Mechanical Design and Manufacturing and its Automation ,Bachelor,Chinese,"Sep,2024",Yes,Yes,No,0-8250 RMB,16500,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
269,Northeast Forestry University,Civil Engineering,Bachelor,Chinese,"Sep,2024",Yes,Yes,No,0-8250 RMB,16500,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
270,Northeast Forestry University,Construction Environment and Energy Application Engineering,Bachelor,Chinese,"Sep,2024",Yes,Yes,No,0-8250 RMB,16500,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
271,Northeast Forestry University,Engineering Management,Bachelor,Chinese,"Sep,2024",Yes,Yes,No,0-8250 RMB,16500,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
272,Northeast Forestry University,Furniture Design and Engineering,Bachelor,Chinese,"Sep,2024",Yes,Yes,No,0-8250 RMB,16500,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
273,Northeast Forestry University,Public Service Management,Bachelor,Chinese,"Sep,2024",Yes,Yes,No,0-8250 RMB,16500,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
274,Northeast Forestry University,International Economics and Trade,Bachelor,Chinese,"Sep,2024",Yes,Yes,No,0-8250 RMB,16500,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
275,Northeast Forestry University,Material Chemistry,Bachelor,Chinese,"Sep,2024",Yes,Yes,No,0-8250 RMB,16500,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
276,Northeast Forestry University,Light Chemical Engineering,Bachelor,Chinese,"Sep,2024",Yes,Yes,No,0-8250 RMB,16500,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
277,Northeast Forestry University,Chemical Engineering of Forest Products,Bachelor,Chinese,"Sep,2024",Yes,Yes,No,0-8250 RMB,16500,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
278,Northeast Forestry University,Wood Science and Engineering,Bachelor,Chinese,"Sep,2024",Yes,Yes,No,0-8250 RMB,16500,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
279,Northeast Forestry University,Biotechnology,Bachelor,Chinese,"Sep,2024",Yes,Yes,No,0-8250 RMB,16500,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
280,Northeast Forestry University,Urban and Rural Planning,Bachelor,Chinese,"Sep,2024",Yes,Yes,No,0-8250 RMB,16500,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
281,Northeast Forestry University,Biological Sciences,Bachelor,Chinese,"Sep,2024",Yes,Yes,No,0-8250 RMB,16500,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
282,Northeast Forestry University,Environmental Design,Bachelor,Chinese,"Sep,2024",Yes,Yes,No,0-8250 RMB,16500,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1393.png
283,Northeast Forestry University,Landscape Architecture,Bachelor,Chinese,"Sep,2024",Yes,Yes,No,0-8250 RMB,16500,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1393.png
284,Northeast Forestry University,Animal Science,Bachelor,Chinese,"Sep,2024",Yes,Yes,No,0-8250 RMB,16500,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1393.png
285,Northeast Forestry University,Gardens,Bachelor,Chinese,"Sep,2024",Yes,Yes,No,0-8250 RMB,16500,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1393.png
286,Northeast Forestry University,Animal Medicine,Bachelor,Chinese,"Sep,2024",Yes,Yes,No,0-8250 RMB,16500,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1393.png
287,Northeast Forestry University,Wildlife and Nature Reserve Management,Bachelor,Chinese,"Sep,2024",Yes,Yes,No,0-8250 RMB,16500,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1393.png
288,Northeast Forestry University,Ecology,Bachelor,Chinese,"Sep,2024",Yes,Yes,No,0-8250 RMB,16500,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1393.png
289,Northeast Forestry University,Geographic Information Science,Bachelor,Chinese,"Sep,2024",Yes,Yes,No,0-8250 RMB,16500,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1393.png
290,Northeast Forestry University,Forestry,Bachelor,Chinese,"Sep,2024",Yes,Yes,No,0-8250 RMB,16500,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1393.png
291,Xi'an Shiyou University,Chinese Language & Literature,Bachelor,Chinese,"Sep,2023","5,000-18,500",0-7500,No,"0-13,500","15,500-18500","3000-75000-7500Living Expense: around 1000/month, depends on yourself","around 1000/month, depends on yourself",https://www.cucas.cn//resource/new/images/school/logo/logo_1393.png
292,Xi'an Shiyou University,International Economics & Trade,Bachelor,Chinese,"Sep,2023","5,000-18,500",0-7500,No,"0-13,500","15,500-18500","3000-75000-7500Living Expense: around 1000/month, depends on yourself","around 1000/month, depends on yourself",https://www.cucas.cn//resource/new/images/school/logo/logo_1393.png
293,Xi'an Shiyou University,Petroleum Engineering,Bachelor,Chinese,"Sep,2023","5,000-18,500",0-7500,No,"0-13,500","15,500-18500","3000-75000-7500Living Expense: around 1000/month, depends on yourself","around 1000/month, depends on yourself",https://www.cucas.cn//resource/new/images/school/logo/logo_1393.png
294,University of Nottingham Ningbo China,BA International Business with Communications Studies,Bachelor,English,"Sep,2024",,No,No,0-,"110,000","Tuition: 110,000 0-110,000","Tuition: 110,000 0-110,000",https://www.cucas.cn//resource/new/images/school/logo/logo_1393.png
295,Southeast University,Business Administration,Bachelor,Chinese,"Sep,2024",free,yes,1000/month,0 RMB,16000-19000,0-1000/month,0-1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1393.png
296,Southeast University,International Economics and Trade,Bachelor,Chinese,"Sep,2024",free,yes,1000/month,0 RMB,16000-19000,0-1000/month,0-1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1393.png
297,Southeast University,Information Engineering,Bachelor,Chinese,"Sep,2024",free,yes,1000/month,0 RMB,16000-19000,0-1000/month,0-1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1393.png
298,Southeast University,Chinese Literature,Bachelor,Chinese,"Sep,2024",free,yes,1000/month,0 RMB,16000-19000,0-1000/month,0-1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1393.png
299,Southeast University,Sociology,Bachelor,Chinese,"Sep,2024",free,yes,1000/month,0 RMB,16000-19000,0-1000/month,0-1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1393.png
300,Southeast University,Tourism Management,Bachelor,Chinese,"Sep,2024",free,yes,1000/month,0 RMB,16000-19000,0-1000/month,0-1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1393.png
301,East China University of Political Science and Law,International Business Law,Bachelor,English,"Sep,2023",24000-40000,Yes,Yes,0,24000-40000,0,,https://www.cucas.cn//resource/new/images/school/logo/logo_1393.png
302,East China University of Political Science and Law,Law (Civil and Commercial Law),Bachelor,Chinese,"Sep,2023",24000-40000,Yes,Yes,0,24000-40000,0,,https://www.cucas.cn//resource/new/images/school/logo/logo_20.png
303,Capital Medical University,Clinical Medicine(MBBS),Bachelor,English,"Sep,2023",50000,No,No,30000-,50000,About 1500/month,About 1500/mont,https://www.cucas.cn//resource/new/images/school/logo/logo_20.png
304,Northeast Forestry University,Food Science and Engineering,Bachelor,Chinese,"Sep,2024",Yes,Yes,No,0-8250 RMB,16500,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_20.png
305,Shanghai University of Traditional Chinese Medicine,TCM (Acupuncture),Bachelor,English,"Sep,2024","12,000",No,No,"16,000-30,000","28,000-42,000",400-1600/month,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_20.png
306,Southeast University,Political Science & Public Administration,Bachelor,Chinese,"Sep,2024",free,yes,1000/month,0 RMB,16000-19000,0-1000/month,0-1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_20.png
307,Southeast University,Material Science/Engineering,Bachelor,Chinese,"Sep,2024",free,yes,1000/month,0 RMB,16000-19000,0-1000/month,0-1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_20.png
308,Southeast University,Biomedical Engineering,Bachelor,Chinese,"Sep,2024",free,yes,1000/month,0 RMB,16000-19000,0-1000/month,0-1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_20.png
309,Southeast University,Physics,Bachelor,Chinese,"Sep,2024",free,yes,1000/month,0 RMB,16000-19000,0-1000/month,0-1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_20.png
310,Southeast University,Computer Science/Technology,Bachelor,Chinese,"Sep,2024",free,yes,1000/month,0 RMB,16000-19000,0-1000/month,0-1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_20.png
311,Southeast University,Automation,Bachelor,Chinese,"Sep,2024",free,yes,1000/month,0 RMB,16000-19000,0-1000/month,0-1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_20.png
312,Southeast University,Electronic Science and Technology,Bachelor,Chinese,"Sep,2024",free,yes,1000/month,0 RMB,16000-19000,0-1000/month,0-1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_20.png
313,Southeast University,Water Science and Engineering,Bachelor,Chinese,"Sep,2024",free,yes,1000/month,0 RMB,16000-19000,0-1000/month,0-1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_20.png
314,Southeast University,Engineering Mechanics,Bachelor,Chinese,"Sep,2024",free,yes,1000/month,0 RMB,16000-19000,0-1000/month,0-1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_20.png
315,Southeast University,Project Management,Bachelor,Chinese,"Sep,2024",free,yes,1000/month,0 RMB,16000-19000,0-1000/month,0-1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_20.png
316,Southeast University,Civil Engineering,Bachelor,Chinese,"Sep,2024",free,yes,1000/month,0 RMB,16000-19000,0-1000/month,0-1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_20.png
317,Southeast University,Building Environment and Energy Application Engineering,Bachelor,Chinese,"Sep,2024",free,yes,1000/month,0 RMB,16000-19000,0-1000/month,0-1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_20.png
318,Southeast University,Bioengineering/Biotechnology,Bachelor,Chinese,"Sep,2024",free,yes,1000/month,0 RMB,16000-19000,0-1000/month,0-1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_20.png
319,Southeast University,Environmental Engineering,Bachelor,Chinese,"Sep,2024",free,yes,1000/month,0 RMB,16000-19000,0-1000/month,0-1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_20.png
320,Southeast University,Art History,Bachelor,Chinese,"Sep,2024",free,yes,1000/month,0 RMB,16000-19000,0-1000/month,0-1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_20.png
321,Southeast University,Industrial Engineering,Bachelor,Chinese,"Sep,2024",free,yes,1000/month,0 RMB,16000-19000,0-1000/month,0-1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_20.png
322,Southeast University,Landscape Architecture,Bachelor,Chinese,"Sep,2024",free,yes,1000/month,0 RMB,16000-19000,0-1000/month,0-1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1407.png
323,Southeast University,Urban Planning,Bachelor,Chinese,"Sep,2024",free,yes,1000/month,0 RMB,16000-19000,0-1000/month,0-1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1407.png
324,Southeast University,Labor & Social Security,Bachelor,Chinese,"Sep,2024",free,yes,1000/month,0 RMB,16000-19000,0-1000/month,0-1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1407.png
325,Southeast University,Medical Imaging,Bachelor,Chinese,"Sep,2024",free,yes,1000/month,0 RMB,16000-19000,0-1000/month,0-1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1407.png
326,Southeast University,Preventive Medicine,Bachelor,Chinese,"Sep,2024",free,yes,1000/month,0 RMB,16000-19000,0-1000/month,0-1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1407.png
327,Southeast University,Product Design,Bachelor,Chinese,"Sep,2024",free,yes,1000/month,0 RMB,16000-19000,0-1000/month,0-1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1407.png
328,Southeast University,Road Bridge and River-crossing Engineering,Bachelor,Chinese,"Sep,2024",free,yes,1000/month,0 RMB,16000-19000,0-1000/month,0-1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1407.png
329,Southeast University,Robot Engineering,Bachelor,Chinese,"Sep,2024",free,yes,1000/month,0 RMB,16000-19000,0-1000/month,0-1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1407.png
330,Southeast University,Urban Underground Space Engineering,Bachelor,Chinese,"Sep,2024",free,yes,1000/month,0 RMB,16000-19000,0-1000/month,0-1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1407.png
331,Southeast University,Cyberspace Security,Bachelor,Chinese,"Sep,2024",free,yes,1000/month,0 RMB,16000-19000,0-1000/month,0-1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1407.png
332,Wenzhou University,Chinese Language and Literature,Bachelor,Chinese,"Sep,2023","20,000",No,No,"0-2,000","18,000-20,000",4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1407.png
333,Northeast Forestry University,Environmental Science,Bachelor,Chinese,"Sep,2024",Yes,Yes,No,0-8250 RMB,16500,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1407.png
334,Northeast Forestry University,Forest Protection,Bachelor,Chinese,"Sep,2024",Yes,Yes,No,0-8250 RMB,16500,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1407.png
335,Northeast Forestry University,Tourism Management,Bachelor,Chinese,"Sep,2024",Yes,Yes,No,0-8250 RMB,16500,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1407.png
336,Northeast Forestry University,Artificial Intelligence,Bachelor,Chinese,"Sep,2024",Yes,Yes,No,0-8250 RMB,16500,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1407.png
337,Zhejiang Chinese Medical University,Chinese Medicine,Bachelor,Chinese,"Sep,2024","25,000",NO,NO,0,25000,2250,200,https://www.cucas.cn//resource/new/images/school/logo/logo_1407.png
338,Huaiyin Institute of Technology,Communication Engineering,Bachelor,English,"Sep,2024",15000,Yes,No,0,15000,0,150,https://www.cucas.cn//resource/new/images/school/logo/logo_1407.png
339,Zhejiang A & F University,Resources Utilization and PlantConservation(Plant Conservation),Master,Chinese,"Sep,2024","10,000",No,No,"10,000","20,000",About 430-860/month,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
340,Zhejiang A & F University,Silviculture,Master,Chinese,"Sep,2024","10,000",No,No,"10,000","20,000",About 430-860/month,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
341,Zhejiang A & F University,Resources Utilization and PlantConservation(Agricultural Resources Utilization),Master,Chinese,"Sep,2024","10,000",No,No,"10,000","20,000",About 430-860/month,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
342,Zhejiang A & F University,Law in Environment and Resources Conservation,Master,Chinese,"Sep,2024","10,000",No,No,"10,000","20,000",About 430-860/month,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
343,Zhejiang A & F University,Resources Utilization and Plant Protection(Forest),Master,Chinese,"Sep,2024","10,000",No,No,"10,000","20,000",About 430-860/month,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
344,Zhejiang A & F University,Ecology,Master,Chinese,"Sep,2024","10,000",No,No,"10,000","20,000",About 430-860/month,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
345,Zhejiang A & F University,Agronomy and Seed Industry(Plants),Master,Chinese,"Sep,2024","10,000",No,No,"10,000","20,000",About 430-860/month,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
346,Zhejiang A & F University,Agriculture Management (Management and Service of Agricultural Science and Technology),Master,Chinese,"Sep,2024","10,000",No,No,"10,000","20,000",About 430-860/month,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
347,Zhejiang A & F University,Agriculture Engineering and Information Technology(Agricultural Informatization),Master,Chinese,"Sep,2024","10,000",No,No,"10,000","20,000",About 430-860/month,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
348,Zhejiang A & F University,Agriculture Engineering and Information Technology(Agricultural Mechanization),Master,Chinese,"Sep,2024","10,000",No,No,"10,000","20,000",About 430-860/month,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
349,Zhejiang A & F University,Agriculture and Forest Economics Management,Master,Chinese,"Sep,2024","10,000",No,No,"10,000","20,000",About 430-860/month,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
350,Zhejiang A & F University,Furniture Design and Engineering,Master,Chinese,"Sep,2024","10,000",No,No,"10,000","20,000",About 430-860/month,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
351,Zhejiang A & F University,Business English in Agriculture,Master,Chinese,"Sep,2024","10,000",No,No,"10,000","20,000",About 430-860/month,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
352,Zhejiang A & F University,Comprising of Chinese Art and Foreign Art,Master,Chinese,"Sep,2024","10,000",No,No,"10,000","20,000",About 430-860/month,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
353,Zhejiang A & F University,Biophysics,Master,Chinese,"Sep,2024","10,000",No,No,"10,000","20,000",About 430-860/month,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
354,Zhejiang A & F University,Information Technology of Forestry,Master,Chinese,"Sep,2024","10,000",No,No,"10,000","20,000",About 430-860/month,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
355,Zhejiang A & F University,Agricultural Environment Conservation,Master,Chinese,"Sep,2024","10,000",No,No,"10,000","20,000",About 430-860/month,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
356,Zhejiang A & F University,Urban Management,Master,Chinese,"Sep,2024","10,000",No,No,"10,000","20,000",About 430-860/month,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
357,Zhejiang A & F University,Research of Marxism Signification,Master,Chinese,"Sep,2024","10,000",No,No,"10,000","20,000",About 430-860/month,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
358,Zhejiang A & F University,Rural Development,Master,Chinese,"Sep,2024","10,000",No,No,"10,000","20,000",About 430-860/month,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
359,Zhejiang A & F University,Design,Master,Chinese,"Sep,2024","10,000",No,No,"10,000","20,000",About 430-860/month,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
360,Zhejiang A & F University,Ecological Culture,Master,Chinese,"Sep,2024","10,000",No,No,"10,000","20,000",About 430-860/month,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
361,Zhejiang A & F University,Land Resources Science,Master,Chinese,"Sep,2024","10,000",No,No,"10,000","20,000",About 430-860/month,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
362,Zhejiang A & F University,Agricultural Resources and Environment,Master,Chinese,"Sep,2024","10,000",No,No,"10,000","20,000",About 430-860/month,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
363,Zhejiang A & F University,Agriculture Management,Master,Chinese,"Sep,2024","10,000",No,No,"10,000","20,000",About 430-860/month,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
364,Zhejiang A & F University,Urban and Rural Planning,Master,Chinese,"Sep,2024","10,000",No,No,"10,000","20,000",About 430-860/month,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
365,Zhejiang A & F University,Urban and Rural Tourism Planning and Management,Master,Chinese,"Sep,2024","10,000",No,No,"10,000","20,000",About 430-860/month,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
366,Zhejiang A & F University,Landscape Plant and Ornamental Horticulture,Master,Chinese,"Sep,2024","10,000",No,No,"10,000","20,000",About 430-860/month,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
367,Zhejiang A & F University,Architecture,Master,Chinese,"Sep,2024","10,000",No,No,"10,000","20,000",About 430-860/month,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
368,Zhejiang A & F University,Landscape Architecture,Master,Chinese,"Sep,2024","10,000",No,No,"10,000","20,000",About 430-860/month,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
369,Zhejiang A & F University,Developmental biology,Master,Chinese,"Sep,2024","10,000",No,No,"10,000","20,000",About 430-860/month,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
370,Zhejiang A & F University,Biotechnology and Molecular Biology,Master,Chinese,"Sep,2024","10,000",No,No,"10,000","20,000",About 430-860/month,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
371,Zhejiang A & F University,Chemical Biology,Master,Chinese,"Sep,2024","10,000",No,No,"10,000","20,000",About 430-860/month,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
372,Zhejiang A & F University,Forest Genetic Breeding,Master,Chinese,"Sep,2024","10,000",No,No,"10,000","20,000",About 430-860/month,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
373,Zhejiang A & F University,Wildlife conservation and utilization,Master,Chinese,"Sep,2024","10,000",No,No,"10,000","20,000",About 430-860/month,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
374,Zhejiang A & F University,"Soil, Water Conservation and Desertification Prevention",Master,Chinese,"Sep,2024","10,000",No,No,"10,000","20,000",About 430-860/month,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
375,Zhejiang A & F University,Cultivation and Utilization of Bamboo Forest,Master,Chinese,"Sep,2024","10,000",No,No,"10,000","20,000",About 430-860/month,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
376,Zhejiang A & F University,Forest Conservation,Master,Chinese,"Sep,2024","10,000",No,No,"10,000","20,000",About 430-860/month,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
377,Zhejiang A & F University,Biomass Energy and Materials,Master,Chinese,"Sep,2024","10,000",No,No,"10,000","20,000",About 430-860/month,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
378,Zhejiang A & F University,Industry Design and Introduction,Master,Chinese,"Sep,2024","10,000",No,No,"10,000","20,000",About 430-860/month,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_159.png
379,Zhejiang A & F University,Mechanical Engineering,Master,Chinese,"Sep,2024","10,000",No,No,"10,000","20,000",About 430-860/month,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_13.png
380,Zhejiang A & F University,Agricultural Engineering and Information Technology(Facility Agriculture),Master,Chinese,"Sep,2024","10,000",No,No,"10,000","20,000",About 430-860/month,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_13.png
381,Zhejiang A & F University,Genetics,Master,Chinese,"Sep,2024","10,000",No,No,"10,000","20,000",About 430-860/month,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_13.png
382,Zhejiang A & F University,Microbiology,Master,Chinese,"Sep,2024","10,000",No,No,"10,000","20,000",About 430-860/month,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_13.png
383,Zhejiang A & F University,Botany,Master,Chinese,"Sep,2024","10,000",No,No,"10,000","20,000",About 430-860/month,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_13.png
384,Zhejiang A & F University,Food processing and safety,Master,Chinese,"Sep,2024","10,000",No,No,"10,000","20,000",About 430-860/month,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_13.png
385,Zhejiang A & F University,Forest Management,Master,Chinese,"Sep,2024","10,000",No,No,"10,000","20,000",About 430-860/month,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_13.png
386,Zhejiang A & F University,Farming,Master,Chinese,"Sep,2024","10,000",No,No,"10,000","20,000",About 430-860/month,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_13.png
387,Zhejiang A & F University,Chemical Processing Engineering of Forest Industry,Master,Chinese,"Sep,2024","10,000",No,No,"10,000","20,000",About 430-860/month,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_13.png
388,Zhejiang A & F University,Forest Engineering,Master,Chinese,"Sep,2024","10,000",No,No,"10,000","20,000",About 430-860/month,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_13.png
389,Zhejiang A & F University,Wood Science and Technology,Master,Chinese,"Sep,2024","10,000",No,No,"10,000","20,000",About 430-860/month,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_13.png
390,Zhejiang A & F University,Zoology,Master,Chinese,"Sep,2024","10,000",No,No,"10,000","20,000",About 430-860/month,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_13.png
391,Wenzhou University,Resources and Environment,Master,Chinese,"Sep,2023",8000-22000,No,No,"0-14,000","20,000-22,000",4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_13.png
