title	slug	provider	url	host	http	pageTitle	reason
Sports and Community Engagement Scholarship at Heriot-Watt University 2026	sports-and-community-engagement-scholarship-at-heriot-watt-university-2026	Heriot-Watt University, Dubai	https://www.hw.ac.uk/dubai/study/fees-and-funding/scholarships-and-discounts/sports-and-community-engagement	www.hw.ac.uk	200	Sports and Community Engagement | Heriot-Watt University	title match 5/6
Petroleum Engineering Scholarship at at Heriot-Watt University 2026	petroleum-engineering-scholarship-at-at-heriot-watt-university-2026	Heriot-Watt University, Dubai	https://www.hw.ac.uk/dubai/study/fees/scholarships.htm	www.hw.ac.uk	200	Scholarships and discounts | Heriot-Watt University	title match 3/5
Hull York Medical School Bursary 2026	hull-york-medical-school-bursary-2026	University of Hull, Hull	https://www.hyms.ac.uk/medicine/applying/fees-and-funding#:~:text=For%202024%20entry%2C%20students%20with,2%2C400%20per%20year%20of%20study.	www.hyms.ac.uk	200	Fees and funding | Hull York Medical School	title match 2/3
I-TIM Scholarship Program 2026	i-tim-scholarship-program-2026	International Hotel and Tourism Industry Management School (I-TIM)	https://www.i-tim.ac.th/scholarship	www.i-tim.ac.th	200	Scholarship - The International Hotel and Tourism Industry Management School	title match 1/2
International Merit Scholarships at Iowa State University 2026	international-merit-scholarships-at-iowa-state-university-2026	Iowa State University	https://www.iastate.edu/admission-and-aid/admissions/international-admissions/international-merit-scholarships	www.iastate.edu	200	International Merit Scholarships - Iowa State University	title match 5/5
ICPSR Data Communication Scholarship at University of Michigan 2026	icpsr-data-communication-scholarship-at-university-of-michigan-2026	University of Michigan Ann Arbor	https://www.icpsr.umich.edu/sites/icpsr/about/news-events/love-data-week/prize	www.icpsr.umich.edu	200	Data Communication Scholarship | ICPSR	title match 3/5
IE University Scholarship for Indian students 2026	ie-university-scholarship-for-indian-students-2026	IE University	https://www.ie.edu/financial-aid/wemakescholars-ie-university-scholarship/	www.ie.edu	200	WeMakeScholars – IE University Scholarship	title match 2/4
IESE MBA Scholarships	iese-mba-scholarships-es	IESE Business School	https://www.iese.edu/loans-scholarships/	www.iese.edu	200	Loans and Scholarships | IESE Business School	title match 1/1
IFARHU scholarships	ifarhu-scholarships-se	IFARHU	https://www.ifarhu.gob.pa/	www.ifarhu.gob.pa	200	Bienvenidos al IFARHU - Becas y Créditos Educativos en Panamá	title match 1/2
Summer Undergraduate Research Experience in Nanotechnology	summer-undergraduate-research-experience-in-nanotechnology	Northwestern University	https://www.iinano.org/research-experience-for-undergraduates/	www.iinano.org	200	Research Experience for Undergraduates - International Institute for Nanotechnology	title match 4/5
Camras Scholars Program at Illinois Institute of Technology 2026	camras-scholars-program-at-illinois-institute-of-technology-2026	Illinois Institute of Technology (IIT Chicago)	https://www.iit.edu/admissions-aid/tuition-and-aid/scholarships/first-year-student-scholarships/camras-scholars-program	www.iit.edu	200	Camras Scholars Program | Illinois Institute of Technology	title match 6/6
Illinois Tech World Robot Olympiad Scholarship at Illinois Institute of Technology 2026	illinois-tech-world-robot-olympiad-scholarship-at-illinois-institute-of-technology-2026	Illinois Institute of Technology (IIT Chicago)	https://www.iit.edu/admissions-aid/tuition-and-aid/scholarships/international-undergraduate-student-scholarships/world-robot-olympiad-scholarship	www.iit.edu	200	Illinois Tech World Robot Olympiad Scholarship | Illinois Institute of Technology	title match 8/8
Collens Scholars Program at Illinois Institute of Technology 2026	collens-scholars-program-at-illinois-institute-of-technology-2026	Illinois Institute of Technology (IIT Chicago)	https://www.iit.edu/admissions-aid/tuition-and-aid/scholarships/first-year-student-scholarships/collens-scholars-program	www.iit.edu	200	Collens Scholars Program | Illinois Institute of Technology	title match 6/6
Heald scholarship at Illinois Institute of Technology 2026	heald-scholarship-at-illinois-institute-of-technology-2026	Illinois Institute of Technology (IIT Chicago)	https://www.iit.edu/admissions-aid/tuition-and-aid/scholarships/first-year-student-scholarships	www.iit.edu	200	First-Year Student Scholarships | Illinois Institute of Technology	title match 4/5
Transfer Leadership Scholarship at Illinois Institute of Technology 2026	transfer-leadership-scholarship-at-illinois-institute-of-technology-2026	Illinois Institute of Technology (IIT Chicago)	https://www.iit.edu/admissions-aid/tuition-and-aid/scholarships/undergraduate-transfer-student-scholarships/transfer-leadership-scholarship	www.iit.edu	200	Transfer Leadership Scholarship | Illinois Institute of Technology	title match 6/6
Chicago STAR Scholarship at Illinois Institute of Technology 2025	chicago-star-scholarship-at-illinois-institute-of-technology-2025	Illinois Institute of Technology (IIT Chicago)	https://www.iit.edu/admissions-aid/tuition-and-aid/scholarships/undergraduate-transfer-student-scholarships	www.iit.edu	200	Undergraduate Transfer Student Scholarships | Illinois Institute of Technology	title match 4/5
Phi Theta Kappa Scholarship at Illinois Institute of Technology 2025	phi-theta-kappa-scholarship-at-illinois-institute-of-technology-2025	Illinois Institute of Technology (IIT Chicago)	https://www.iit.edu/admissions-aid/tuition-and-aid/scholarships/undergraduate-transfer-student-scholarships/phi-theta-kappa-scholarship	www.iit.edu	200	Phi Theta Kappa Scholarship | Illinois Institute of Technology	title match 6/6
Crown Scholarship at College of Architecture, Illinois Institute of Technology, 2026	crown-scholarship-at-college-of-architecture-illinois-institute-of-technology-2026	Illinois Institute of Technology (IIT Chicago)	https://www.iit.edu/admissions-aid/tuition-and-aid/scholarships/first-year-student-scholarships/crown-scholarship	www.iit.edu	200	Crown Scholarship | Illinois Institute of Technology	title match 5/7
Illinois Tech VEX Robotics Scholarship at Illinois Institute of Technology 2026	illinois-tech-vex-robotics-scholarship-at-illinois-institute-of-technology-2026	Illinois Institute of Technology (IIT Chicago)	https://www.iit.edu/admissions-aid/tuition-and-aid/scholarships/first-year-student-scholarships/illinois-tech-vex-robotics-scholarship	www.iit.edu	200	Illinois Tech VEX Robotics Scholarship | Illinois Institute of Technology	title match 6/6
Illinois Tech FIRST Robotics Scholarship at Illinois Institute of Technology 2026	illinois-tech-first-robotics-scholarship-at-illinois-institute-of-technology-2026	Illinois Institute of Technology (IIT Chicago)	https://www.iit.edu/admissions-aid/tuition-and-aid/scholarships/first-year-student-scholarships/illinois-tech-first-scholarship	www.iit.edu	200	Illinois Tech FIRST Robotics Scholarship | Illinois Institute of Technology	title match 7/7
Duchossois Leadership Scholars Program at Illinois Institute of Technology 2026	duchossois-leadership-scholars-program-at-illinois-institute-of-technology-2026	Illinois Institute of Technology (IIT Chicago)	https://www.iit.edu/admissions-aid/tuition-and-aid/scholarships/first-year-student-scholarships/duchossois-leadership-scholars-program	www.iit.edu	200	Duchossois Leadership Scholars Program | Illinois Institute of Technology	title match 7/7
IIT Guwahati Institute Merit Scholarships (IMS) 2026	iit-guwahati-institute-merit-scholarships-ims-2026	Indian Institute of Technology (IIT), Guwahati	https://www.iitg.ac.in/iitg_page_details?page=10/financial-assistance	www.iitg.ac.in	200	Indian Institute of Technology Guwahati : भारतीय प्रौद्योगिकी संस्थान गुवाहाटी	title match 2/4
IMD MBA Merit Scholarships 2026	imd-mba-merit-scholarships-2026	International Institute for Management Development (IMD), Switzerland	https://www.imd.org/degree/mba/scholarships/merit-scholars-program/	www.imd.org	200	IMD MBA Merit Scholarship	title match 1/2
Nestle scholarship for women at IMD 2026	nestle-scholarship-for-women-at-imd-2026	International Institute for Management Development (IMD), Switzerland	https://www.imd.org/degree/mba/scholarships/nestle-scholarship-for-women/	www.imd.org	200	Nestlé scholarship for women - IMD business school for management and leadership courses	title match 2/3
IMD MBA Diversity Scholarships	imd-mba-diversity-scholarships-s4d	IMD	https://www.imd.org/mba/financing/one-year-mba-program-scholarships/	www.imd.org	200	IMD MBA Scholarships - Master Of Business Administration	title match 1/2
Jim Ellert MBA Scholarship at IMD	jim-ellert-mba-scholarship-at-imd-s4d	IMD	http://www.imd.org/mba/admissions/one-year-mba-program-financial-aid/	www.imd.org	200	IMD MBA Scholarships - Master Of Business Administration	title match 1/2
USP Graduate Scholarships in Probability and Statistics	usp-graduate-scholarships-in-probability-and-statistics-br	University of São Paulo (USP) — Institute of Mathematics, Statistics and Computer Science	https://www.ime.usp.br/en/graduate/statistics/scholarships-assistance/	www.ime.usp.br	200	Scholarships &#038; Assistance &#8211; Graduate Program in Probability and Statistics &#8211; Instituto de Matemática, Estatística e Ciência da Computação	title match 4/4
Outstanding Women in Finance Scholarship at Imperial College Business School (Imperial College London) 2026	outstanding-women-in-finance-scholarship-at-imperial-college-business-school-imperial-college-london-2026	Imperial College Business School (Imperial College London)	https://www.imperial.ac.uk/study/fees-and-funding/scholarships-search/outstanding-women-in-finance-scholarship-20262027.php	www.imperial.ac.uk	200	Outstanding Women in Finance Scholarship | Study | Imperial College London	title match 9/11
Reaching Out MBA Fellowships at Imperial College Business School (Imperial College London) 2026	reaching-out-mba-fellowships-at-imperial-college-business-school-imperial-college-london-2026	Imperial College Business School (Imperial College London)	https://www.imperial.ac.uk/study/fees-and-funding/scholarships-search/reaching-out-mba-romba-fellowship-20262027.php	www.imperial.ac.uk	200	Reaching Out MBA (ROMBA) Fellowship | Study | Imperial College London	title match 6/9
Empowering Futures Scholarship at Imperial College Business School (Imperial College London) 2026	empowering-futures-scholarship-at-imperial-college-business-school-imperial-college-london-2026	Imperial College Business School (Imperial College London)	https://www.imperial.ac.uk/study/fees-and-funding/scholarships-search/empowering-futures-scholarship-20262027.php	www.imperial.ac.uk	200	Empowering Futures Scholarship | Study | Imperial College London	title match 8/10
African Future Leader at Imperial College Business School (Imperial College London) 2026	african-future-leader-at-imperial-college-business-school-imperial-college-london-2026	Imperial College London	https://www.imperial.ac.uk/study/fees-and-funding/scholarships-search/african-future-leader-20262027.php	www.imperial.ac.uk	200	African Future Leader | Study | Imperial College London	title match 8/10
Electrical and Electronic Engineering Ph.D Scholarship at Imperial College London 2025	electrical-and-electronic-engineering-ph-d-scholarship-at-imperial-college-london-2025	Imperial College London	https://www.imperial.ac.uk/electrical-engineering/study/phd/funding-and-scholarships/	www.imperial.ac.uk	200	Funding and Scholarships | Faculty of Engineering | Imperial College London	title match 5/7
MiM Inspiring Leader Award at Imperial College Business School (Imperial College London) 2026	mim-inspiring-leader-award-at-imperial-college-business-school-imperial-college-london-2026	Imperial College Business School (Imperial College London)	https://www.imperial.ac.uk/study/fees-and-funding/scholarships-search/mim-inspiring-leader-award-20262027.php	www.imperial.ac.uk	200	MiM Inspiring Leader Award | Study | Imperial College London	title match 8/10
Imperial Excellence Scholarship at Imperial College Business School (Imperial College London) 2026	imperial-excellence-scholarship-at-imperial-college-business-school-imperial-college-london-2026	Imperial College Business School (Imperial College London)	https://www.imperial.ac.uk/study/fees-and-funding/scholarships-search/imperial-excellence-scholarship-20262027.php	www.imperial.ac.uk	200	Imperial Excellence Scholarship | Study | Imperial College London	title match 8/10
Imperial Excellence Bursary at Imperial College Business School (Imperial College London) 2026	imperial-excellence-bursary-at-imperial-college-business-school-imperial-college-london-2026	Imperial College Business School (Imperial College London)	https://www.imperial.ac.uk/study/fees-and-funding/scholarships-search/imperial-excellence-bursary-20262027.php	www.imperial.ac.uk	200	Imperial Excellence Bursary | Study | Imperial College London	title match 8/10
Female Future Leader Award at Imperial College Business School (Imperial College London) 2026	female-future-leader-award-at-imperial-college-business-school-imperial-college-london-2026	Imperial College Business School (Imperial College London)	https://www.imperial.ac.uk/study/fees-and-funding/scholarships-search/female-future-leader-award-20262027.php	www.imperial.ac.uk	200	Female Future Leader Award | Study | Imperial College London	title match 9/11
Black Future Leaders Scholarship at Imperial College Business School (Imperial College London) 2026	black-future-leaders-scholarship-at-imperial-college-business-school-imperial-college-london-2026	Imperial College Business School (Imperial College London)	https://www.imperial.ac.uk/study/fees-and-funding/scholarships-search/black-future-leaders-scholarship-20262027.php	www.imperial.ac.uk	200	Black Future Leaders Scholarship | Study | Imperial College London	title match 9/11
W L “Bill” Byrnes Global Scholarship at Imperial College Business School (Imperial College London) 2026	w-l-bill-byrnes-global-scholarship-at-imperial-college-business-school-imperial-college-london-2026	Imperial College Business School (Imperial College London)	https://www.imperial.ac.uk/study/fees-and-funding/scholarships-search/w-l-bill-byrnes-global-scholarship-20262027.php	www.imperial.ac.uk	200	W L “Bill” Byrnes Global Scholarship | Study | Imperial College London	title match 8/10
Sir Andrew Witty Scholarship for Leaders in Healthcare at Imperial College Business School (Imperial College London) 2026	sir-andrew-witty-scholarship-for-leaders-in-healthcare-at-imperial-college-business-school-imperial-college-london-2026	Imperial College Business School (Imperial College London)	https://www.imperial.ac.uk/study/fees-and-funding/scholarships-search/sir-andrew-witty-scholarship-for-leaders-in-healthcare-20262027.php	www.imperial.ac.uk	200	Sir Andrew Witty Scholarship for Leaders in Healthcare | Study | Imperial College London	title match 10/12
Military & Public Service Scholarship at Imperial College Business School (Imperial College London) 2026	military-public-service-scholarship-at-imperial-college-business-school-imperial-college-london-2026	Imperial College Business School (Imperial College London)	https://www.imperial.ac.uk/study/fees-and-funding/scholarships-search/military--public-service-scholarship-20262027.php	www.imperial.ac.uk	200	Military & Public Service Scholarship | Study | Imperial College London	title match 9/11
Inspiring Women Executive MBA Scholarships at Imperial College Business School 2026	inspiring-women-executive-mba-scholarships-at-imperial-college-business-school-2026	Imperial College Business School (Imperial College London)	https://www.imperial.ac.uk/study/fees-and-funding/scholarships-search/inspiring-women--executive-mba-scholarships-20262027.php	www.imperial.ac.uk	200	Inspiring Women – Executive MBA Scholarships | Study | Imperial College London	title match 6/8
Deans Impact Scholarship at Imperial College Business School (Imperial College London) 2026	deans-impact-scholarship-at-imperial-college-business-school-imperial-college-london-2026	Imperial College Business School (Imperial College London)	https://www.imperial.ac.uk/study/fees-and-funding/scholarships-search/deans-impact-scholarship-20262027.php	www.imperial.ac.uk	200	Dean's Impact Scholarship | Study | Imperial College London	title match 7/10
Imperial Open Programme Loyalty Bursary at Imperial College Business School (Imperial College London) 2026	imperial-open-programme-loyalty-bursary-at-imperial-college-business-school-imperial-college-london-2026	Imperial College Business School (Imperial College London)	https://www.imperial.ac.uk/study/fees-and-funding/scholarships-search/imperial-open-programme-loyalty-bursary-20262027.php	www.imperial.ac.uk	200	Imperial Open Programme Loyalty Bursary | Study | Imperial College London	title match 9/11
Advisory Board Scholarship at Imperial College Business School (Imperial College London) 2026	advisory-board-scholarship-at-imperial-college-business-school-imperial-college-london-2026	Imperial College Business School (Imperial College London)	https://www.imperial.ac.uk/study/fees-and-funding/scholarships-search/advisory-board-20262027.php	www.imperial.ac.uk	200	Advisory Board | Study | Imperial College London	title match 7/10
Abdul Kalam Technology Innovation National Fellowship 2026	abdul-kalam-technology-innovation-national-fellowship-2026	Indian National Academy of Engineering (INAE), New Delhi	https://www.inae.in/research-innovation/abdul-kalam-technology-innovation-national-fellowship/	www.inae.in	200	Abdul Kalam Technology Innovation National Fellowship - Indian National Academy of Engineering	title match 6/6
Indiana Tech Regional Scholarship at Indiana Institute of Technology 2025	indiana-tech-regional-scholarship-at-indiana-institute-of-technology-2025	Indiana Institute of Technology (Indiana Tech), Fort Wayne, Indiana	https://www.indianatech.edu/news/indiana-tech-announces-new-regional-scholarship/	www.indianatech.edu	200	Indiana Tech Announces New Regional Scholarship – Indiana Tech	title match 4/6
Tohoku University JASSO Honors Scholarship for Privately-Financed International Students	tohoku-university-jasso-honors-scholarship-for-privately-financed-international-students-jp	Tohoku University	https://www.insc.tohoku.ac.jp/english/scholarship-for-international-students/	www.insc.tohoku.ac.jp	200	Scholarships for International Students　 | Tohoku University	title match 5/9
TU Research-Oriented Incoming Student Scholarship 2026	tu-research-oriented-incoming-student-scholarship-2026	Japan Student Services Organization (JASSO)	https://www.insc.tohoku.ac.jp/english/exchange/colabs-short-term-3/	www.insc.tohoku.ac.jp	200	TU Research-Oriented Incoming Student (ROIS) Scholarship | Tohoku University	title match 5/5
Swiss Government Excellence Scholarships (hosted at University of Zurich)	swiss-government-excellence-scholarships-hosted-at-university-of-zurich-ch	Swiss Government (FCS) / University of Zurich	https://www.int.uzh.ch/en/in/Swiss-Government-Excellence-Scholarships.html	www.int.uzh.ch	200	Swiss Government Excellence Scholarships  | Global Student Experience | UZH	title match 4/7
Pharmacognosy — Shandong University (Master's)	pharmacognosy-shandong-university-master-s	Shandong University	https://www.istudy.sdu.edu.cn/English/Scholarships/Shandong_University_Scholarship_for_International_.htm	www.istudy.sdu.edu.cn	200	Shandong University Scholarship for International Students-山东大学留学山大	title match 2/4
International Relations — Shandong University (Master's)	international-relations-shandong-university-master-s	Shandong University	https://www.istudy.sdu.edu.cn/English/Scholarships/Shandong_University_Scholarship_for_International_.htm	www.istudy.sdu.edu.cn	200	Shandong University Scholarship for International Students-山东大学留学山大	title match 3/5
International Trade — Shandong University (Master's)	international-trade-shandong-university-master-s	Shandong University	https://www.istudy.sdu.edu.cn/English/Scholarships/Shandong_University_Scholarship_for_International_.htm	www.istudy.sdu.edu.cn	200	Shandong University Scholarship for International Students-山东大学留学山大	title match 3/5
International Politics — Shandong University (Master's)	international-politics-shandong-university-master-s	Shandong University	https://www.istudy.sdu.edu.cn/English/Scholarships/Shandong_University_Scholarship_for_International_.htm	www.istudy.sdu.edu.cn	200	Shandong University Scholarship for International Students-山东大学留学山大	title match 3/5
Organic Chemistry — Shandong University (PhD)	organic-chemistry-shandong-university-phd	Shandong University	https://www.istudy.sdu.edu.cn/English/Scholarships/Shandong_University_Scholarship_for_International_.htm	www.istudy.sdu.edu.cn	200	Shandong University Scholarship for International Students-山东大学留学山大	title match 2/4
Operations Research — Shandong University (PhD)	operations-research-shandong-university-phd	Shandong University	https://www.istudy.sdu.edu.cn/English/Scholarships/Shandong_University_Scholarship_for_International_.htm	www.istudy.sdu.edu.cn	200	Shandong University Scholarship for International Students-山东大学留学山大	title match 2/4
Computational Mathematics — Shandong University (PhD)	computational-mathematics-shandong-university-phd	Shandong University	https://www.istudy.sdu.edu.cn/English/Scholarships/Shandong_University_Scholarship_for_International_.htm	www.istudy.sdu.edu.cn	200	Shandong University Scholarship for International Students-山东大学留学山大	title match 2/4
Regional Economics — Shandong University (PhD)	regional-economics-shandong-university-phd	Shandong University	https://www.istudy.sdu.edu.cn/English/Scholarships/Shandong_University_Scholarship_for_International_.htm	www.istudy.sdu.edu.cn	200	Shandong University Scholarship for International Students-山东大学留学山大	title match 2/4
Pharmaceutics — Shandong University (PhD)	pharmaceutics-shandong-university-phd	Shandong University	https://www.istudy.sdu.edu.cn/English/Scholarships/Shandong_University_Scholarship_for_International_.htm	www.istudy.sdu.edu.cn	200	Shandong University Scholarship for International Students-山东大学留学山大	title match 2/3
International Trade — Shandong University (PhD)	international-trade-shandong-university-phd	Shandong University	https://www.istudy.sdu.edu.cn/English/Scholarships/Shandong_University_Scholarship_for_International_.htm	www.istudy.sdu.edu.cn	200	Shandong University Scholarship for International Students-山东大学留学山大	title match 3/4
Pharmacology — Shandong University (PhD)	pharmacology-shandong-university-phd	Shandong University	https://www.istudy.sdu.edu.cn/English/Scholarships/Shandong_University_Scholarship_for_International_.htm	www.istudy.sdu.edu.cn	200	Shandong University Scholarship for International Students-山东大学留学山大	title match 2/3
Analytical Chemistry — Shandong University (PhD)	analytical-chemistry-shandong-university-phd	Shandong University	https://www.istudy.sdu.edu.cn/English/Scholarships/Shandong_University_Scholarship_for_International_.htm	www.istudy.sdu.edu.cn	200	Shandong University Scholarship for International Students-山东大学留学山大	title match 2/4
Medicinal Chemistry — Shandong University (PhD)	medicinal-chemistry-shandong-university-phd	Shandong University	https://www.istudy.sdu.edu.cn/English/Scholarships/Shandong_University_Scholarship_for_International_.htm	www.istudy.sdu.edu.cn	200	Shandong University Scholarship for International Students-山东大学留学山大	title match 2/4
International Politics — Shandong University (PhD)	international-politics-shandong-university-phd	Shandong University	https://www.istudy.sdu.edu.cn/English/Scholarships/Shandong_University_Scholarship_for_International_.htm	www.istudy.sdu.edu.cn	200	Shandong University Scholarship for International Students-山东大学留学山大	title match 3/4
Optical Engineering — Shandong University (PhD)	optical-engineering-shandong-university-phd	Shandong University	https://www.istudy.sdu.edu.cn/English/Scholarships/Shandong_University_Scholarship_for_International_.htm	www.istudy.sdu.edu.cn	200	Shandong University Scholarship for International Students-山东大学留学山大	title match 2/4
Political Economics — Shandong University (PhD)	political-economics-shandong-university-phd	Shandong University	https://www.istudy.sdu.edu.cn/English/Scholarships/Shandong_University_Scholarship_for_International_.htm	www.istudy.sdu.edu.cn	200	Shandong University Scholarship for International Students-山东大学留学山大	title match 2/4
Western Economics — Shandong University (PhD)	western-economics-shandong-university-phd	Shandong University	https://www.istudy.sdu.edu.cn/English/Scholarships/Shandong_University_Scholarship_for_International_.htm	www.istudy.sdu.edu.cn	200	Shandong University Scholarship for International Students-山东大学留学山大	title match 2/4
Pharmacology — Shandong University (Master's)	pharmacology-shandong-university-master-s	Shandong University	https://www.istudy.sdu.edu.cn/English/Scholarships/Shandong_University_Scholarship_for_International_.htm	www.istudy.sdu.edu.cn	200	Shandong University Scholarship for International Students-山东大学留学山大	title match 2/4
Physical Chemistry — Shandong University (PhD)	physical-chemistry-shandong-university-phd	Shandong University	https://www.istudy.sdu.edu.cn/English/Scholarships/Shandong_University_Scholarship_for_International_.htm	www.istudy.sdu.edu.cn	200	Shandong University Scholarship for International Students-山东大学留学山大	title match 2/4
Biomedical Engineering — Shandong University (PhD)	biomedical-engineering-shandong-university-phd	Shandong University	https://www.istudy.sdu.edu.cn/English/Scholarships/Shandong_University_Scholarship_for_International_.htm	www.istudy.sdu.edu.cn	200	Shandong University Scholarship for International Students-山东大学留学山大	title match 2/4
Mechanical Engineering — Shandong University (PhD)	mechanical-engineering-shandong-university-phd	Shandong University	https://www.istudy.sdu.edu.cn/English/Scholarships/Shandong_University_Scholarship_for_International_.htm	www.istudy.sdu.edu.cn	200	Shandong University Scholarship for International Students-山东大学留学山大	title match 2/4
Otorhinolaryngology — Shandong University (Master's)	otorhinolaryngology-shandong-university-master-s	Shandong University	https://www.istudy.sdu.edu.cn/English/Scholarships/Shandong_University_Scholarship_for_International_.htm	www.istudy.sdu.edu.cn	200	Shandong University Scholarship for International Students-山东大学留学山大	title match 2/4
Anesthesiology — Shandong University (Master's)	anesthesiology-shandong-university-master-s	Shandong University	https://www.istudy.sdu.edu.cn/English/Scholarships/Shandong_University_Scholarship_for_International_.htm	www.istudy.sdu.edu.cn	200	Shandong University Scholarship for International Students-山东大学留学山大	title match 2/4
Pediatrics — Shandong University (Master's)	pediatrics-shandong-university-master-s	Shandong University	https://www.istudy.sdu.edu.cn/English/Scholarships/Shandong_University_Scholarship_for_International_.htm	www.istudy.sdu.edu.cn	200	Shandong University Scholarship for International Students-山东大学留学山大	title match 2/4
Botany — Shandong University (PhD)	botany-shandong-university-phd	Shandong University	https://www.istudy.sdu.edu.cn/English/Scholarships/Shandong_University_Scholarship_for_International_.htm	www.istudy.sdu.edu.cn	200	Shandong University Scholarship for International Students-山东大学留学山大	title match 2/3
Electrical Engineering — Shandong University (PhD)	electrical-engineering-shandong-university-phd	Shandong University	https://www.istudy.sdu.edu.cn/English/Scholarships/Shandong_University_Scholarship_for_International_.htm	www.istudy.sdu.edu.cn	200	Shandong University Scholarship for International Students-山东大学留学山大	title match 2/4
Financial Mathematics — Shandong University (PhD)	financial-mathematics-shandong-university-phd	Shandong University	https://www.istudy.sdu.edu.cn/English/Scholarships/Shandong_University_Scholarship_for_International_.htm	www.istudy.sdu.edu.cn	200	Shandong University Scholarship for International Students-山东大学留学山大	title match 2/4
Gynecology — Shandong University (PhD)	gynecology-shandong-university-phd	Shandong University	https://www.istudy.sdu.edu.cn/English/Scholarships/Shandong_University_Scholarship_for_International_.htm	www.istudy.sdu.edu.cn	200	Shandong University Scholarship for International Students-山东大学留学山大	title match 2/3
Industrial Economics — Shandong University (PhD)	industrial-economics-shandong-university-phd	Shandong University	https://www.istudy.sdu.edu.cn/English/Scholarships/Shandong_University_Scholarship_for_International_.htm	www.istudy.sdu.edu.cn	200	Shandong University Scholarship for International Students-山东大学留学山大	title match 2/4
World History — Shandong University (PhD)	world-history-shandong-university-phd	Shandong University	https://www.istudy.sdu.edu.cn/English/Scholarships/Shandong_University_Scholarship_for_International_.htm	www.istudy.sdu.edu.cn	200	Shandong University Scholarship for International Students-山东大学留学山大	title match 2/4
Quantitative Economics — Shandong University (PhD)	quantitative-economics-shandong-university-phd	Shandong University	https://www.istudy.sdu.edu.cn/English/Scholarships/Shandong_University_Scholarship_for_International_.htm	www.istudy.sdu.edu.cn	200	Shandong University Scholarship for International Students-山东大学留学山大	title match 2/4
Archaeology — Shandong University (Master's)	archaeology-shandong-university-master-s	Shandong University	https://www.istudy.sdu.edu.cn/English/Scholarships/Shandong_University_Scholarship_for_International_.htm	www.istudy.sdu.edu.cn	200	Shandong University Scholarship for International Students-山东大学留学山大	title match 2/4
Inorganic Chemistry — Shandong University (PhD)	inorganic-chemistry-shandong-university-phd	Shandong University	https://www.istudy.sdu.edu.cn/English/Scholarships/Shandong_University_Scholarship_for_International_.htm	www.istudy.sdu.edu.cn	200	Shandong University Scholarship for International Students-山东大学留学山大	title match 2/4
Oncology — Shandong University (Master's)	oncology-shandong-university-master-s	Shandong University	https://www.istudy.sdu.edu.cn/English/Scholarships/Shandong_University_Scholarship_for_International_.htm	www.istudy.sdu.edu.cn	200	Shandong University Scholarship for International Students-山东大学留学山大	title match 2/4
Gynecology — Shandong University (Master's)	gynecology-shandong-university-master-s	Shandong University	https://www.istudy.sdu.edu.cn/English/Scholarships/Shandong_University_Scholarship_for_International_.htm	www.istudy.sdu.edu.cn	200	Shandong University Scholarship for International Students-山东大学留学山大	title match 2/4
Pathology and Physiopathology — Shandong University (PhD)	pathology-and-physiopathology-shandong-university-phd	Shandong University	https://www.istudy.sdu.edu.cn/English/Scholarships/Shandong_University_Scholarship_for_International_.htm	www.istudy.sdu.edu.cn	200	Shandong University Scholarship for International Students-山东大学留学山大	title match 2/4
Oncology — Shandong University (PhD)	oncology-shandong-university-phd	Shandong University	https://www.istudy.sdu.edu.cn/English/Scholarships/Shandong_University_Scholarship_for_International_.htm	www.istudy.sdu.edu.cn	200	Shandong University Scholarship for International Students-山东大学留学山大	title match 2/3
Surgery (Neurosurgery) — Shandong University (PhD)	surgery-neurosurgery-shandong-university-phd	Shandong University	https://www.istudy.sdu.edu.cn/English/Scholarships/Shandong_University_Scholarship_for_International_.htm	www.istudy.sdu.edu.cn	200	Shandong University Scholarship for International Students-山东大学留学山大	title match 2/4
Software Engineering — Shandong University (PhD)	software-engineering-shandong-university-phd	Shandong University	https://www.istudy.sdu.edu.cn/English/Scholarships/Shandong_University_Scholarship_for_International_.htm	www.istudy.sdu.edu.cn	200	Shandong University Scholarship for International Students-山东大学留学山大	title match 2/4
Global Economics — Shandong University (PhD)	global-economics-shandong-university-phd	Shandong University	https://www.istudy.sdu.edu.cn/English/Scholarships/Shandong_University_Scholarship_for_International_.htm	www.istudy.sdu.edu.cn	200	Shandong University Scholarship for International Students-山东大学留学山大	title match 2/4
Shandong University Scholarship for International Students 2024	shandong-university-scholarship-for-international-students-2024	Shandong University	https://www.istudy.sdu.edu.cn/English/Scholarships/Shandong_University_Scholarship_for_International_.htm	www.istudy.sdu.edu.cn	200	Shandong University Scholarship for International Students-山东大学留学山大	title match 5/5
Archaeology — Shandong University (PhD)	archaeology-shandong-university-phd	Shandong University	https://www.istudy.sdu.edu.cn/English/Scholarships/Shandong_University_Scholarship_for_International_.htm	www.istudy.sdu.edu.cn	200	Shandong University Scholarship for International Students-山东大学留学山大	title match 2/3
Journalism — Shandong University (Master's)	journalism-shandong-university-master-s	Shandong University	https://www.istudy.sdu.edu.cn/English/Scholarships/Shandong_University_Scholarship_for_International_.htm	www.istudy.sdu.edu.cn	200	Shandong University Scholarship for International Students-山东大学留学山大	title match 2/4
